(-3.5942182046331705, 0.6255370036428118)
(0.4448346445725484, -3.501382483736215)
(2.440365595540703, 4.877617933216769)
(3.7259245775686836, -0.30616991583094944)
(4.0517155330748515, 0.3628734815831294)
(-0.2582950795845931, -3.631612364976873)
(-0.2582950795845931, -3.631612364976873)
(5.247135085221415, 0.6984064372720538)
(5.247135085221415, 0.6984064372720538)
(-4.26074411776802, -3.0212724001332925)
(7.3360246180399145, 0.6994811065902873)
(-4.254602888837831, -4.153330589556761)
(-4.254602888837831, -4.153330589556761)
(-6.7398565224859475, 5.184429371255721)
(6.357159619113791, -2.695867247392963)
(-2.71456656698144, 9.788538531907637)
(3.580321019368516, -7.433816505588604)
(3.580321019368516, -7.433816505588604)
(-8.642541345000724, -1.6424155413821055)
(-8.642541345000724, -1.6424155413821055)
