(8.466036745364064E-5, 2.0000536002246174)
(-3.017986062135628E-5, 7.807250347342408E-5)
(-2.6959189764867808E-5, 0.7779357338881671)
(-3.157289571893755E-5, 0.5601394300373264)
(8.925929505826796E-5, 1.5231386232188444)
(2.729344942505401E-5, 0.9449337719559634)
(5.2736268867988405E-5, 1.1465556840554574)
(-2.9802677456851674E-5, 0.28416637966242353)
(4.7888326190950925E-5, 1.368465470930152)
(2.079853309162009E-6, 0.4091415060378031)
(7.61134650417939E-5, 1.9199252557299018)
(-3.749961596314007E-5, 0.5366138671051646)
(-2.891268414473051E-5, 0.8063337491621786)
(-1.439823354834441E-6, 0.36916917072657734)
(-3.6733338127626364E-5, 0.17904101155932534)
(3.491356597105744E-5, 0.9110389308267813)
(-4.2261908716302334E-5, 0.04666446100597073)
(5.8675449600892327E-5, 1.3494645412933886)
(4.595386384967165E-5, 1.2651303919434875)
(8.199759979677531E-5, 1.7460212192634417)
